no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,unmatched_words
9708,2018-10-08T11:31:36.000Z,DPD RI Rapat Kerja dengan Pansus DPR RI bahas RUU inisiatif DPD RI yaitu RUU tentang Daerah Kepulauan DPDRI DPRRI ruuinisiatifdpdri ruudaerahkepulauan,DPD RI rapat kerja dengan pansus DPR RI bahas RUU inisiatif DPD RI yaitu RUU tentang daerah pulau DPDRI DPRRI ruuinisiatifdpdri ruudaerahkepulauan,0.4,0.1,0.5477225575051662,positive,"['DPD', 'RI', 'rapat', 'kerja', 'dengan', 'pansus', 'DPR', 'RI', 'bahas', 'RUU', 'inisiatif', 'DPD', 'RI', 'yaitu', 'RUU', 'tentang', 'daerah', 'pulau', 'DPDRI', 'DPRRI', 'ruuinisiatifdpdri', 'ruudaerahkepulauan']","['DPD', 'RI', 'rapat', 'kerja', 'pansus', 'DPR', 'RI', 'bahas', 'RUU', 'inisiatif', 'DPD', 'RI', 'RUU', 'tentang', 'daerah', 'DPDRI', 'DPRRI', 'ruuinisiatifdpdri', 'ruudaerahkepulauan']","['dengan', 'yaitu', 'pulau']"
9739,2018-10-05T11:16:08.000Z,udah psti jd penyebar hoax dr kasus koq msh aja ngeles apalagi kalian adalah anggota Dewan DPR RI yg hrsnya jd penyampai aspirasi rakyat yg benar dan berani dipertanggung jawabkan knp msih percaya y ma kalian smu,sudah pasti jadi sebar hoax dari kasus kok masih saja ngeles apalagi kalian adalah anggota dewan DPR RI yang harus jadi sampai aspirasi rakyat yang banget dan berani pertanggungjawaban jawab kenapa masih percaya ya sama kalian smu,-2.6,-0.65,0.5477225575051661,negative,"['sudah', 'pasti', 'jadi', 'sebar', 'hoax', 'dari', 'kasus', 'kok', 'masih', 'saja', 'ngeles', 'apalagi', 'kalian', 'adalah', 'anggota', 'dewan', 'DPR', 'RI', 'yang', 'harus', 'jadi', 'sampai', 'aspirasi', 'rakyat', 'yang', 'banget', 'dan', 'berani', 'pertanggungjawaban', 'jawab', 'kenapa', 'masih', 'percaya', 'ya', 'sama', 'kalian', 'smu']","['pasti', 'jadi', 'hoax', 'kasus', 'masih', 'saja', 'ngeles', 'kalian', 'anggota', 'dewan', 'DPR', 'RI', 'jadi', 'sampai', 'aspirasi', 'rakyat', 'banget', 'berani', 'pertanggungjawaban', 'jawab', 'masih', 'percaya', 'sama', 'kalian']","['sebar', 'kok', 'apalagi', 'adalah', 'dan', 'kenapa', 'smu']"
9772,2018-10-02T04:15:23.000Z,Rapat Paripurna Ke dipimpin oleh Waka Bang siang ini di ruang paripurna Livestream,rapat paripurna ke kepemimpinan oleh waka bang siang ini di ruang paripurna livestream,0.0,0.0,0.0,neutral,"['rapat', 'paripurna', 'ke', 'kepemimpinan', 'oleh', 'waka', 'bang', 'siang', 'ini', 'di', 'ruang', 'paripurna', 'livestream']","['rapat', 'paripurna', 'kepemimpinan', 'bang', 'ruang', 'paripurna', 'livestream']","['ke', 'waka', 'siang', 'ini', 'di']"
9774,2018-10-01T15:08:57.000Z,DPR RI pantas menginterpelasi kebijakan ini,DPR RI pantas interpelasi kebijakan ini,0.6,0.15,0.5477225575051662,positive,"['DPR', 'RI', 'pantas', 'interpelasi', 'kebijakan', 'ini']","['DPR', 'RI', 'pantas', 'interpelasi', 'kebijakan']",['ini']
9783,2018-10-01T02:14:59.000Z,RUU Pertanahan akan Lengkapi UU Pokok Pokok Agraria,RUU tanah akan lengkap UU pokok pokok agraria,0.4,0.1,0.5477225575051662,positive,"['RUU', 'tanah', 'akan', 'lengkap', 'UU', 'pokok', 'pokok', 'agraria']","['RUU', 'lengkap', 'UU', 'pokok', 'pokok', 'agraria']","['tanah', 'akan']"
9790,2018-09-29T15:33:39.000Z,Tindakan yang sangat wajar dan janganlah kamu mengkhianati amanat amanat yang dipercayakan kepadamu sedang kamu mengetahui,tindakan yang sangat wajar dan jangan kamu khianat amanat amanat yang percaya kepada sedang kamu tahu,-1.2,-0.3,0.8366600265340756,negative,"['tindakan', 'yang', 'sangat', 'wajar', 'dan', 'jangan', 'kamu', 'khianat', 'amanat', 'amanat', 'yang', 'percaya', 'kepada', 'sedang', 'kamu', 'tahu']","['tindakan', 'wajar', 'khianat', 'amanat', 'amanat', 'percaya', 'kepada', 'tahu']","['dan', 'kamu', 'sedang', 'kamu']"
9816,2018-09-26T10:35:25.000Z,Berarti saya juga bebas ber ekspresi Fadli zon bajingan dancok cocot germo Itulah ekspresi saya buat wakil rakyat yang katanya terhormat Tapi nyatanya kerja cuman menghabiskan uang rakyat gk ada hsil Undang undang banyak yang mangkrak kayak hambalang,arti saya juga bebas ber ekspresi fadli zon bajing dancok cocot germo itu ekspresi saya buat wakil rakyat yang kata hormat tetapi nyata kerja cuman habis uang rakyat tidak ada hsil undang undang banyak yang mangkrak seperti hambalang,-4.0,-1.0,0.0,negative,"['arti', 'saya', 'juga', 'bebas', 'ber', 'ekspresi', 'fadli', 'zon', 'bajing', 'dancok', 'cocot', 'germo', 'itu', 'ekspresi', 'saya', 'buat', 'wakil', 'rakyat', 'yang', 'kata', 'hormat', 'tetapi', 'nyata', 'kerja', 'cuman', 'habis', 'uang', 'rakyat', 'tidak', 'ada', 'hsil', 'undang', 'undang', 'banyak', 'yang', 'mangkrak', 'seperti', 'hambalang']","['arti', 'bebas', 'ekspresi', 'bajing', 'dancok', 'cocot', 'germo', 'ekspresi', 'buat', 'wakil', 'rakyat', 'kata', 'nyata', 'kerja', 'habis', 'rakyat', 'ada', 'undang', 'undang', 'banyak', 'mangkrak', 'seperti', 'hambalang']","['juga', 'ber', 'fadli', 'zon', 'hormat', 'tetapi', 'cuman', 'uang', 'hsil']"
9818,2018-09-26T09:08:18.000Z,Rapat perdana penyusunan RUU Penyadapan di Badan Legislasi DPR RI tanggal September bersama Kejaksaan Agung diwakili Jamintel Kepala BNN dan Kepala BSSN TotokDaryanto DPRRI MalangRaya SatuJiwaBersamaRakyat,rapat perdana susun RUU sadap di badan legislasi DPR RI tanggal september sama jaksa agung wakil jamintel kepala BNN dan kepala BSSN totokdaryanto DPRRI malangraya satujiwabersamarakyat,0.4,0.1,0.5477225575051662,positive,"['rapat', 'perdana', 'susun', 'RUU', 'sadap', 'di', 'badan', 'legislasi', 'DPR', 'RI', 'tanggal', 'september', 'sama', 'jaksa', 'agung', 'wakil', 'jamintel', 'kepala', 'BNN', 'dan', 'kepala', 'BSSN', 'totokdaryanto', 'DPRRI', 'malangraya', 'satujiwabersamarakyat']","['rapat', 'RUU', 'badan', 'legislasi', 'DPR', 'RI', 'tanggal', 'september', 'sama', 'wakil', 'kepala', 'BNN', 'kepala', 'DPRRI', 'satujiwabersamarakyat']","['perdana', 'susun', 'sadap', 'di', 'jaksa', 'agung', 'jamintel', 'dan', 'BSSN', 'totokdaryanto', 'malangraya']"
9841,2018-09-24T08:06:49.000Z,Komisi IX DPR RDPU dengan Pakar tentang RUU Pengawasan Obat dan Makanan Senin September Komisi Sangat Besar Hrapn RRU BPOM Bisa Diundangkan Pada Masa Sidang Terdekat,komisi IX DPR RDPU dengan pakar tentang RUU awas obat dan makanan senin september komisi sangat besar hrapn RRU BPOM dapat undang pada masa sidang dekat,0.8,0.2,0.447213595499958,positive,"['komisi', 'IX', 'DPR', 'RDPU', 'dengan', 'pakar', 'tentang', 'RUU', 'awas', 'obat', 'dan', 'makanan', 'senin', 'september', 'komisi', 'sangat', 'besar', 'hrapn', 'RRU', 'BPOM', 'dapat', 'undang', 'pada', 'masa', 'sidang', 'dekat']","['komisi', 'IX', 'DPR', 'RDPU', 'pakar', 'tentang', 'RUU', 'awas', 'obat', 'makanan', 'senin', 'september', 'komisi', 'besar', 'dapat', 'undang', 'masa', 'sidang', 'dekat']","['dengan', 'dan', 'hrapn', 'RRU', 'BPOM']"
9934,2018-09-15T14:50:31.000Z,Bagaimana DPR bisa bisa mendengar aspirasi rakyat? Yg difollow aja yg sudah sejahtera Pantesan kita bertuan kepada DPR Bukannya mereka yang seharusnya bertuan pada kita Kita yg mendengarkan atau mereka dengar Mereka duduk untuk Individualisme,bagaimana DPR dapat dapat dengar aspirasi rakyat ? yang difollow saja yang sudah sejahtera pantesan kita tuan kepada DPR bukan mereka yang harus tuan pada kita kita yang dengar atau mereka dengar mereka kedudukan untuk individualisme,-2.8,-0.7,0.4472135954999578,negative,"['bagaimana', 'DPR', 'dapat', 'dapat', 'dengar', 'aspirasi', 'rakyat', '?', 'yang', 'difollow', 'saja', 'yang', 'sudah', 'sejahtera', 'pantesan', 'kita', 'tuan', 'kepada', 'DPR', 'bukan', 'mereka', 'yang', 'harus', 'tuan', 'pada', 'kita', 'kita', 'yang', 'dengar', 'atau', 'mereka', 'dengar', 'mereka', 'kedudukan', 'untuk', 'individualisme']","['DPR', 'dapat', 'dapat', 'dengar', 'aspirasi', 'rakyat', 'saja', 'sejahtera', 'pantesan', 'kita', 'kepada', 'DPR', 'mereka', 'kita', 'kita', 'dengar', 'mereka', 'dengar', 'mereka']","['bagaimana', '?', 'difollow', 'tuan', 'tuan', 'atau', 'kedudukan', 'untuk', 'individualisme']"
9936,2018-09-15T10:07:03.000Z,Untuk menyempurnakan RUU Penyadapan yang sedang dirancang oleh para anggota DPR RI saya mengunjungi Kolombia dalam rangka riset bersama beberapa anggota baleg disambut oleh Duta Besar RI untuk Kolombia dan,untuk sempurna RUU sadap yang sedang rancangan oleh para anggota DPR RI saya unjung kolombia dalam rangka riset sama beberapa anggota baleg sambut oleh duta besar RI untuk kolombia dan,0.8,0.2,0.447213595499958,positive,"['untuk', 'sempurna', 'RUU', 'sadap', 'yang', 'sedang', 'rancangan', 'oleh', 'para', 'anggota', 'DPR', 'RI', 'saya', 'unjung', 'kolombia', 'dalam', 'rangka', 'riset', 'sama', 'beberapa', 'anggota', 'baleg', 'sambut', 'oleh', 'duta', 'besar', 'RI', 'untuk', 'kolombia', 'dan']","['sempurna', 'RUU', 'rancangan', 'para', 'anggota', 'DPR', 'RI', 'dalam', 'rangka', 'sama', 'anggota', 'baleg', 'sambut', 'besar', 'RI']","['untuk', 'sadap', 'sedang', 'unjung', 'kolombia', 'riset', 'beberapa', 'duta', 'untuk', 'kolombia', 'dan']"
9986,2018-09-13T09:38:48.000Z,assalamualaikum pak Fakhri Hamzah yg terhormat yg di amanah kan sebagian wakil DPR RI Saya nak usul Boleh Gimana pak klau di adakan rapat Paripurna antara DPR dan MPR untuk menurunkan pak jokowi yg terhormat,assalamualaikum pak fakhri hamzah yang hormat yang di amanah kan bagi wakil DPR RI saya nak usul boleh bagaimana pak jika di adakan rapat paripurna antara DPR dan MPR untuk turun pak jokowi yang hormat,-1.2,-0.3,0.4472135954999579,negative,"['assalamualaikum', 'pak', 'fakhri', 'hamzah', 'yang', 'hormat', 'yang', 'di', 'amanah', 'kan', 'bagi', 'wakil', 'DPR', 'RI', 'saya', 'nak', 'usul', 'boleh', 'bagaimana', 'pak', 'jika', 'di', 'adakan', 'rapat', 'paripurna', 'antara', 'DPR', 'dan', 'MPR', 'untuk', 'turun', 'pak', 'jokowi', 'yang', 'hormat']","['assalamualaikum', 'pak', 'amanah', 'bagi', 'wakil', 'DPR', 'RI', 'usul', 'pak', 'rapat', 'paripurna', 'DPR', 'MPR', 'turun', 'pak', 'jokowi']","['fakhri', 'hamzah', 'hormat', 'di', 'kan', 'nak', 'bagaimana', 'jika', 'di', 'adakan', 'antara', 'dan', 'untuk', 'hormat']"
9991,2018-09-12T19:59:35.000Z,Jelas terbukti bahwa wakil rakyat kita masih condong ke partainya masing masing dr pd mewakili aspirasi rakyat Dapat dilihat dr gencar nya membanggakan salah satu paslon dalam keadaan wawancara memakai seragam wakil rakyat Kalau di jam bebas silahkan Ini masih di gedung dpr,jelas bukti bahwa wakil rakyat kita masih condong ke partai masing masing dari pada wakil aspirasi rakyat dapat lihat dari gencar nya bangga salah satu paslon dalam ada wawancara pemakaian seragam wakil rakyat jika di jam bebas sila ini masih di gedung dpr,-2.4,-0.6,0.5477225575051661,negative,"['jelas', 'bukti', 'bahwa', 'wakil', 'rakyat', 'kita', 'masih', 'condong', 'ke', 'partai', 'masing', 'masing', 'dari', 'pada', 'wakil', 'aspirasi', 'rakyat', 'dapat', 'lihat', 'dari', 'gencar', 'nya', 'bangga', 'salah', 'satu', 'paslon', 'dalam', 'ada', 'wawancara', 'pemakaian', 'seragam', 'wakil', 'rakyat', 'jika', 'di', 'jam', 'bebas', 'sila', 'ini', 'masih', 'di', 'gedung', 'dpr']","['jelas', 'bukti', 'wakil', 'rakyat', 'kita', 'masih', 'condong', 'partai', 'wakil', 'aspirasi', 'rakyat', 'dapat', 'lihat', 'bangga', 'salah', 'satu', 'paslon', 'dalam', 'ada', 'wawancara', 'seragam', 'wakil', 'rakyat', 'bebas', 'sila', 'masih', 'gedung', 'dpr']","['bahwa', 'ke', 'masing', 'masing', 'gencar', 'nya', 'pemakaian', 'jika', 'di', 'jam', 'ini', 'di']"
9999,2018-09-11T15:11:43.000Z,Spirit RUU Pertanahan Integrasikan Sektor SDA,spirit RUU tanah integrasi sektor SDA,-0.2,-0.05,1.0954451150103324,negative,"['spirit', 'RUU', 'tanah', 'integrasi', 'sektor', 'SDA']","['RUU', 'integrasi', 'sektor', 'SDA']","['spirit', 'tanah']"
10010,2018-09-10T10:36:30.000Z,Pelaksana UU saat ini adalah eksekutif dalam hal ini adalah BI Jadi bukan yang MENEKAN untuk swap hedging kecuali kita sudah kembali pada khitah semangat UUD bukan Lagipula kebijakan SH udah ada sejak KitaOgahDiNgabalin,laksana UU saat ini adalah eksekutif dalam hal ini adalah BI jadi bukan yang TEKAN untuk swap hedging kecuali kita sudah kembali pada khitah semangat UUD bukan lagipula kebijakan SH sudah ada sejak kitaogahdingabalin,0.0,0.0,0.0,neutral,"['laksana', 'UU', 'saat', 'ini', 'adalah', 'eksekutif', 'dalam', 'hal', 'ini', 'adalah', 'BI', 'jadi', 'bukan', 'yang', 'TEKAN', 'untuk', 'swap', 'hedging', 'kecuali', 'kita', 'sudah', 'kembali', 'pada', 'khitah', 'semangat', 'UUD', 'bukan', 'lagipula', 'kebijakan', 'SH', 'sudah', 'ada', 'sejak', 'kitaogahdingabalin']","['UU', 'eksekutif', 'dalam', 'jadi', 'TEKAN', 'kita', 'semangat', 'UUD', 'kebijakan', 'ada', 'kitaogahdingabalin']","['laksana', 'saat', 'ini', 'adalah', 'hal', 'ini', 'adalah', 'BI', 'untuk', 'swap', 'hedging', 'kecuali', 'kembali', 'khitah', 'lagipula', 'SH', 'sejak']"
10018,2018-09-09T06:50:07.000Z,Anda itu keliru! Bhw rakyat di adu di pasar bebas pd saat belum berdaya dan pemerintah terus menekan dg pola kebijakan pasar yg menguntungkan Cukong Calo Where s protection? Sbaiknya anda belajar ekonomi pembangunan UUD AGAR TIDAK DITIPU REZIM BERKUASA,anda itu keliru ! bahwa rakyat di adu di pasar bebas pada saat belum daya dan pemerintah terus tekan dengan pola kebijakan pasar yang untung cukong calo where si protection ? baik anda belajar ekonomi pembangunan UUD AGAR TIDAK TIPU REZIM KUASA,-1.6,-0.4,0.8944271909999161,negative,"['anda', 'itu', 'keliru', '!', 'bahwa', 'rakyat', 'di', 'adu', 'di', 'pasar', 'bebas', 'pada', 'saat', 'belum', 'daya', 'dan', 'pemerintah', 'terus', 'tekan', 'dengan', 'pola', 'kebijakan', 'pasar', 'yang', 'untung', 'cukong', 'calo', 'where', 'si', 'protection', '?', 'baik', 'anda', 'belajar', 'ekonomi', 'pembangunan', 'UUD', 'AGAR', 'TIDAK', 'TIPU', 'REZIM', 'KUASA']","['keliru', 'rakyat', 'adu', 'pasar', 'bebas', 'daya', 'pemerintah', 'tekan', 'pola', 'kebijakan', 'pasar', 'untung', 'cukong', 'calo', 'baik', 'belajar', 'ekonomi', 'pembangunan', 'UUD', 'AGAR', 'TIPU', 'REZIM', 'KUASA']","['!', 'bahwa', 'di', 'di', 'saat', 'belum', 'dan', 'terus', 'dengan', 'where', 'si', 'protection', '?']"
10142,2018-08-29T10:20:35.000Z,Semoga semakin bisa mewakili rakyat serta dapat menampung mengeksekusi dan memperjuangkan aspirasi rakyat Stand Up Comedian Iwel Sastra Dirgahayu DPR RI Ke ! HUTDPR TahunDPR,moga makin dapat wakil rakyat serta dapat tampung eksekusi dan juang aspirasi rakyat stand up comedian iwel sastra dirgahayu DPR RI ke ! HUTDPR tahundpr,1.4,0.35,0.5477225575051661,positive,"['moga', 'makin', 'dapat', 'wakil', 'rakyat', 'serta', 'dapat', 'tampung', 'eksekusi', 'dan', 'juang', 'aspirasi', 'rakyat', 'stand', 'up', 'comedian', 'iwel', 'sastra', 'dirgahayu', 'DPR', 'RI', 'ke', '!', 'HUTDPR', 'tahundpr']","['moga', 'makin', 'dapat', 'wakil', 'rakyat', 'serta', 'dapat', 'juang', 'aspirasi', 'rakyat', 'sastra', 'dirgahayu', 'DPR', 'RI', 'HUTDPR', 'tahundpr']","['tampung', 'eksekusi', 'dan', 'stand', 'up', 'comedian', 'iwel', 'ke', '!']"
10146,2018-08-29T09:44:32.000Z,Dewan Perwakilan Rakyat DPR menggelar rapat paripurna tentang pemandangan umum fraksi fraksi atas Rancangan Undang undang tentang APBN Tahun Anggaran beserta Nota Keuangan Dewan Perwakilan Rakyat DPR,dewan wakil rakyat DPR gelar rapat paripurna tentang pandang umum partai partai atas rancangan undang undang tentang APBN tahun anggaran serta nota uang dewan wakil rakyat DPR,0.0,0.0,0.0,neutral,"['dewan', 'wakil', 'rakyat', 'DPR', 'gelar', 'rapat', 'paripurna', 'tentang', 'pandang', 'umum', 'partai', 'partai', 'atas', 'rancangan', 'undang', 'undang', 'tentang', 'APBN', 'tahun', 'anggaran', 'serta', 'nota', 'uang', 'dewan', 'wakil', 'rakyat', 'DPR']","['dewan', 'wakil', 'rakyat', 'DPR', 'gelar', 'rapat', 'paripurna', 'tentang', 'pandang', 'umum', 'partai', 'partai', 'atas', 'rancangan', 'undang', 'undang', 'tentang', 'APBN', 'tahun', 'anggaran', 'serta', 'nota', 'dewan', 'wakil', 'rakyat', 'DPR']",['uang']
10199,2018-08-27T07:48:49.000Z,Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Pesisir Barat Pesibar menggelar Rapat paripurna dengan agenda penandatanganan nota kesepakatan lampung pesisirbarat indonesia Selengkapnya baca link dibawah ini,dewan wakil rakyat daerah DPRD kabupaten pesisir barat sibar gelar rapat paripurna dengan agenda penandatanganan nota sepakat lampung pesisirbarat indonesia lengkap baca link bawah ini,0.0,0.0,0.0,neutral,"['dewan', 'wakil', 'rakyat', 'daerah', 'DPRD', 'kabupaten', 'pesisir', 'barat', 'sibar', 'gelar', 'rapat', 'paripurna', 'dengan', 'agenda', 'penandatanganan', 'nota', 'sepakat', 'lampung', 'pesisirbarat', 'indonesia', 'lengkap', 'baca', 'link', 'bawah', 'ini']","['dewan', 'wakil', 'rakyat', 'daerah', 'DPRD', 'kabupaten', 'barat', 'gelar', 'rapat', 'paripurna', 'agenda', 'penandatanganan', 'nota', 'sepakat', 'indonesia', 'lengkap', 'baca']","['pesisir', 'sibar', 'dengan', 'lampung', 'pesisirbarat', 'link', 'bawah', 'ini']"
10226,2018-08-24T12:42:07.000Z,harus melakukan tindakan yg komprehensif terhadap karena kebijakan IMPORnya telah gila gilaan sangat merugikan Petani Indonesia Kita tahu bersama diduga kuat ada fee yg amazing dari MAFIA IMPOR sbg pelicin utk hal tsb,harus pelaksanaan tindakan yang komprehensif hadap karena kebijakan impor telah banget gila sangat rugi tani indonesia kita tahu sama duga kuat ada fee yang amazing dari MAFIA IMPOR bagai licin untuk hal sebut,-3.6,-0.9,0.5477225575051661,negative,"['harus', 'pelaksanaan', 'tindakan', 'yang', 'komprehensif', 'hadap', 'karena', 'kebijakan', 'impor', 'telah', 'banget', 'gila', 'sangat', 'rugi', 'tani', 'indonesia', 'kita', 'tahu', 'sama', 'duga', 'kuat', 'ada', 'fee', 'yang', 'amazing', 'dari', 'MAFIA', 'IMPOR', 'bagai', 'licin', 'untuk', 'hal', 'sebut']","['pelaksanaan', 'tindakan', 'kebijakan', 'impor', 'banget', 'gila', 'rugi', 'indonesia', 'kita', 'tahu', 'sama', 'duga', 'kuat', 'ada', 'MAFIA', 'IMPOR', 'licin']","['komprehensif', 'hadap', 'telah', 'tani', 'fee', 'amazing', 'bagai', 'untuk', 'hal', 'sebut']"
10228,2018-08-24T07:53:54.000Z,Haluuu Pak apa kbr ruu penyiaran???,haluu pak apa kbr ruu siar ? ?,-1.0,-0.25,0.0,negative,"['haluu', 'pak', 'apa', 'kbr', 'ruu', 'siar', '?', '?']","['pak', 'ruu']","['haluu', 'kbr', 'siar', '?', '?']"
10229,2018-08-24T07:53:16.000Z,INI FITNAH SESAT DEMI KEPENTINGAN NEGARA APAPUN HRUS DILAKUKAN TANYA PANGLIMA ATAU KOMANDAN Atau AHLI HUKUM BELAJARLAH DAHULU JDI PENYUSUP AGAR TAHU KEBIJAKAN PEMIMPIN,INI FITNAH SESAT DEMI PENTING NEGARA APA HARUS PELAKSANAAN TANYA PANGLIMA ATAU KOMANDAN atau AHLI HUKUM BAJAR DAHULU JADI SUSUP AGAR TAHU KEBIJAKAN KEPEMIMPINAN,-0.4,-0.1,0.894427190999916,negative,"['INI', 'FITNAH', 'SESAT', 'DEMI', 'PENTING', 'NEGARA', 'APA', 'HARUS', 'PELAKSANAAN', 'TANYA', 'PANGLIMA', 'ATAU', 'KOMANDAN', 'atau', 'AHLI', 'HUKUM', 'BAJAR', 'DAHULU', 'JADI', 'SUSUP', 'AGAR', 'TAHU', 'KEBIJAKAN', 'KEPEMIMPINAN']","['FITNAH', 'SESAT', 'PENTING', 'NEGARA', 'PELAKSANAAN', 'TANYA', 'PANGLIMA', 'HUKUM', 'DAHULU', 'JADI', 'SUSUP', 'AGAR', 'TAHU', 'KEBIJAKAN', 'KEPEMIMPINAN']","['INI', 'DEMI', 'ATAU', 'KOMANDAN', 'atau', 'AHLI', 'BAJAR']"
10249,2018-08-21T05:21:00.000Z,Wakil DPR RI Uji Konsep RUU EBT bersama Pakar UMM UMMCampus,wakil DPR RI uji konsep RUU EBT sama pakar UMM ummcampus,0.8,0.2,0.447213595499958,positive,"['wakil', 'DPR', 'RI', 'uji', 'konsep', 'RUU', 'EBT', 'sama', 'pakar', 'UMM', 'ummcampus']","['wakil', 'DPR', 'RI', 'uji', 'RUU', 'sama', 'pakar']","['konsep', 'EBT', 'UMM', 'ummcampus']"
10263,2018-08-20T00:24:51.000Z,jangan jd dungu kalo hanya mau benarkan jokowi justeru dgn tdk jelasnya aturan lebih leluasa mengambil kebijakan bayangkan saja kalo syaratnya ditil semua syarat harus terpenuhi,jangan jadi dungu jika hanya mau benar jokowi justru dengan tidak jelas pengaturan lebih leluasa ambil kebijakan bayang saja jika syarat ditil semua syarat harus penuh,-1.6,-0.4,0.5477225575051661,negative,"['jangan', 'jadi', 'dungu', 'jika', 'hanya', 'mau', 'benar', 'jokowi', 'justru', 'dengan', 'tidak', 'jelas', 'pengaturan', 'lebih', 'leluasa', 'ambil', 'kebijakan', 'bayang', 'saja', 'jika', 'syarat', 'ditil', 'semua', 'syarat', 'harus', 'penuh']","['jadi', 'dungu', 'hanya', 'mau', 'benar', 'jokowi', 'jelas', 'pengaturan', 'lebih', 'ambil', 'kebijakan', 'bayang', 'saja', 'syarat', 'semua', 'syarat']","['jika', 'justru', 'dengan', 'leluasa', 'jika', 'ditil', 'penuh']"
10297,2018-08-16T09:19:28.000Z,I added a video to a playlist NANANG SAMBUT RESES ANGGOTA DPR RI,i added a video tetapi a playlist NANANG SAMBUT RESES ANGGOTA DPR RI,0.6,0.15,0.5477225575051662,positive,"['i', 'added', 'a', 'video', 'tetapi', 'a', 'playlist', 'NANANG', 'SAMBUT', 'RESES', 'ANGGOTA', 'DPR', 'RI']","['i', 'SAMBUT', 'RESES', 'ANGGOTA', 'DPR', 'RI']","['added', 'a', 'video', 'tetapi', 'a', 'playlist', 'NANANG']"
10391,2018-08-07T11:54:00.000Z,Bedah Lapau dilakukan Refrizal setiap kali reses dia fokus pada Lapau karena dalam tradisi Minang surau lapau dan rantau adalah tiga institusi kuat dalam membentuk watak generasinya Lapau adalah simpul informasi pedesaan cc,bedah lapau pelaksanaan refrizal tiap kali reses dia fokus pada lapau karena dalam tradisi mang surau lapau dan rantau adalah tiga institusi kuat dalam bentuk watak generasi lapau adalah simpul informasi desa cc,0.8,0.2,0.447213595499958,positive,"['bedah', 'lapau', 'pelaksanaan', 'refrizal', 'tiap', 'kali', 'reses', 'dia', 'fokus', 'pada', 'lapau', 'karena', 'dalam', 'tradisi', 'mang', 'surau', 'lapau', 'dan', 'rantau', 'adalah', 'tiga', 'institusi', 'kuat', 'dalam', 'bentuk', 'watak', 'generasi', 'lapau', 'adalah', 'simpul', 'informasi', 'desa', 'cc']","['bedah', 'pelaksanaan', 'reses', 'fokus', 'dalam', 'surau', 'institusi', 'kuat', 'dalam', 'bentuk', 'watak', 'generasi', 'simpul', 'informasi', 'desa']","['lapau', 'refrizal', 'tiap', 'kali', 'lapau', 'tradisi', 'mang', 'lapau', 'dan', 'rantau', 'adalah', 'tiga', 'lapau', 'adalah', 'cc']"
10468,2018-07-29T04:12:17.000Z,RT GesuriId Jember PDIPerjuanganMnang PDIPerjuangan Yoseph Umarhadi memanfaatkan waktu reses DPR dengan mengunjungi beberapa tempat di Dapilnya sesuai dengan laporan dan keluhan masyarakat umarhadi_yoseph DPR_RI dprreses aspirasimasyarakat,RT gesuriid jember pdiperjuanganmnang pdiperjuangan yoseph umarhadi manfaat waktu reses DPR dengan unjung beberapa tempat di dapilnya sesuai dengan lapor dan keluh masyarakat umarhadi_yoseph DPR_RI dprreses aspirasimasyarakat,0.8,0.2,0.447213595499958,positive,"['RT', 'gesuriid', 'jember', 'pdiperjuanganmnang', 'pdiperjuangan', 'yoseph', 'umarhadi', 'manfaat', 'waktu', 'reses', 'DPR', 'dengan', 'unjung', 'beberapa', 'tempat', 'di', 'dapilnya', 'sesuai', 'dengan', 'lapor', 'dan', 'keluh', 'masyarakat', 'umarhadi_yoseph', 'DPR_RI', 'dprreses', 'aspirasimasyarakat']","['pdiperjuangan', 'manfaat', 'waktu', 'reses', 'DPR', 'tempat', 'sesuai', 'lapor', 'masyarakat', 'DPR_RI', 'dprreses']","['RT', 'gesuriid', 'jember', 'pdiperjuanganmnang', 'yoseph', 'umarhadi', 'dengan', 'unjung', 'beberapa', 'di', 'dapilnya', 'dengan', 'dan', 'keluh', 'umarhadi_yoseph', 'aspirasimasyarakat']"
