no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,ignored_words,unmatched_words
10199,2018-08-27T07:48:49.000Z,Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Pesisir Barat Pesibar menggelar Rapat paripurna dengan agenda penandatanganan nota kesepakatan lampung pesisirbarat indonesia Selengkapnya baca link dibawah ini,dewan perwakilan rakyat daerah DPRD kabupaten pesisir barat pesibar menggelar rapat paripurna dengan agenda penandatanganan nota kesepakatan lampung pesisirbarat indonesia selengkapnya baca link dibawah ini,0.0,0.0,0.0,neutral,"['dewan', 'perwakilan', 'rakyat', 'daerah', 'DPRD', 'kabupaten', 'pesisir', 'barat', 'pesibar', 'menggelar', 'rapat', 'paripurna', 'dengan', 'agenda', 'penandatanganan', 'nota', 'kesepakatan', 'lampung', 'pesisirbarat', 'indonesia', 'selengkapnya', 'baca', 'link', 'dibawah', 'ini']","['dewan', 'perwakilan', 'rakyat', 'daerah', 'DPRD', 'kabupaten', 'barat', 'menggelar', 'rapat', 'paripurna', 'agenda', 'penandatanganan', 'nota', 'kesepakatan', 'indonesia', 'selengkapnya', 'baca']",[],"['pesisir', 'pesibar', 'dengan', 'lampung', 'pesisirbarat', 'link', 'dibawah', 'ini']"
10226,2018-08-24T12:42:07.000Z,harus melakukan tindakan yg komprehensif terhadap karena kebijakan IMPORnya telah gila gilaan sangat merugikan Petani Indonesia Kita tahu bersama diduga kuat ada fee yg amazing dari MAFIA IMPOR sbg pelicin utk hal tsb,harus melakukan tindakan yang komprehensif terhadap karena kebijakan impornya telah gila gilaan sangat merugikan petani indonesia kita tahu bersama diduga kuat ada fee yang amazing dari MAFIA IMPOR sebagai pelicin untuk hal tersebut,-3.6,-0.9,0.5477225575051661,negative,"['harus', 'melakukan', 'tindakan', 'yang', 'komprehensif', 'terhadap', 'karena', 'kebijakan', 'impornya', 'telah', 'gila', 'gilaan', 'sangat', 'merugikan', 'petani', 'indonesia', 'kita', 'tahu', 'bersama', 'diduga', 'kuat', 'ada', 'fee', 'yang', 'amazing', 'dari', 'MAFIA', 'IMPOR', 'sebagai', 'pelicin', 'untuk', 'hal', 'tersebut']","['tindakan', 'kebijakan', 'gila', 'merugikan', 'petani', 'indonesia', 'kita', 'tahu', 'bersama', 'diduga', 'kuat', 'ada', 'MAFIA', 'IMPOR', 'sebagai', 'pelicin', 'tersebut']","['harus', 'yang', 'karena', 'sangat', 'yang', 'dari']","['melakukan', 'komprehensif', 'terhadap', 'impornya', 'telah', 'gilaan', 'fee', 'amazing', 'untuk', 'hal']"
10228,2018-08-24T07:53:54.000Z,Haluuu Pak apa kbr ruu penyiaran???,haluu pak apa kbr ruu penyiaran ? ?,-1.0,-0.25,0.0,negative,"['haluu', 'pak', 'apa', 'kbr', 'ruu', 'penyiaran', '?', '?']","['pak', 'ruu', 'penyiaran']",['apa'],"['haluu', 'kbr', '?', '?']"
10229,2018-08-24T07:53:16.000Z,INI FITNAH SESAT DEMI KEPENTINGAN NEGARA APAPUN HRUS DILAKUKAN TANYA PANGLIMA ATAU KOMANDAN Atau AHLI HUKUM BELAJARLAH DAHULU JDI PENYUSUP AGAR TAHU KEBIJAKAN PEMIMPIN,INI FITNAH SESAT DEMI KEPENTINGAN NEGARA APAPUN HARUS DILAKUKAN TANYA PANGLIMA ATAU KOMANDAN atau AHLI HUKUM BELAJARLAH DAHULU JADI PENYUSUP AGAR TAHU KEBIJAKAN PEMIMPIN,-0.4,-0.1,0.894427190999916,negative,"['INI', 'FITNAH', 'SESAT', 'DEMI', 'KEPENTINGAN', 'NEGARA', 'APAPUN', 'HARUS', 'DILAKUKAN', 'TANYA', 'PANGLIMA', 'ATAU', 'KOMANDAN', 'atau', 'AHLI', 'HUKUM', 'BELAJARLAH', 'DAHULU', 'JADI', 'PENYUSUP', 'AGAR', 'TAHU', 'KEBIJAKAN', 'PEMIMPIN']","['FITNAH', 'SESAT', 'KEPENTINGAN', 'NEGARA', 'TANYA', 'PANGLIMA', 'HUKUM', 'DAHULU', 'JADI', 'AGAR', 'TAHU', 'KEBIJAKAN', 'PEMIMPIN']",['HARUS'],"['INI', 'DEMI', 'APAPUN', 'DILAKUKAN', 'ATAU', 'KOMANDAN', 'atau', 'AHLI', 'BELAJARLAH', 'PENYUSUP']"
10249,2018-08-21T05:21:00.000Z,Wakil DPR RI Uji Konsep RUU EBT bersama Pakar UMM UMMCampus,wakil DPR RI uji konsep RUU EBT bersama pakar UMM ummcampus,0.8,0.2,0.447213595499958,positive,"['wakil', 'DPR', 'RI', 'uji', 'konsep', 'RUU', 'EBT', 'bersama', 'pakar', 'UMM', 'ummcampus']","['wakil', 'DPR', 'RI', 'uji', 'RUU', 'bersama', 'pakar']",[],"['konsep', 'EBT', 'UMM', 'ummcampus']"
10263,2018-08-20T00:24:51.000Z,jangan jd dungu kalo hanya mau benarkan jokowi justeru dgn tdk jelasnya aturan lebih leluasa mengambil kebijakan bayangkan saja kalo syaratnya ditil semua syarat harus terpenuhi,jangan jadi dungu jika hanya mau benarkan jokowi justru dengan tidak jelasnya aturan lebih leluasa mengambil kebijakan bayangkan saja jika syaratnya ditil semua syarat harus terpenuhi,-1.6,-0.4,0.5477225575051661,negative,"['jangan', 'jadi', 'dungu', 'jika', 'hanya', 'mau', 'benarkan', 'jokowi', 'justru', 'dengan', 'tidak', 'jelasnya', 'aturan', 'lebih', 'leluasa', 'mengambil', 'kebijakan', 'bayangkan', 'saja', 'jika', 'syaratnya', 'ditil', 'semua', 'syarat', 'harus', 'terpenuhi']","['jadi', 'dungu', 'hanya', 'mau', 'jokowi', 'aturan', 'lebih', 'kebijakan', 'saja', 'semua', 'syarat', 'terpenuhi']","['jangan', 'tidak', 'harus']","['jika', 'benarkan', 'justru', 'dengan', 'jelasnya', 'leluasa', 'mengambil', 'bayangkan', 'jika', 'syaratnya', 'ditil']"
10297,2018-08-16T09:19:28.000Z,I added a video to a playlist NANANG SAMBUT RESES ANGGOTA DPR RI,i added a video tetapi a playlist NANANG SAMBUT RESES ANGGOTA DPR RI,0.6,0.15,0.5477225575051662,positive,"['i', 'added', 'a', 'video', 'tetapi', 'a', 'playlist', 'NANANG', 'SAMBUT', 'RESES', 'ANGGOTA', 'DPR', 'RI']","['i', 'SAMBUT', 'RESES', 'ANGGOTA', 'DPR', 'RI']",[],"['added', 'a', 'video', 'tetapi', 'a', 'playlist', 'NANANG']"
10391,2018-08-07T11:54:00.000Z,Bedah Lapau dilakukan Refrizal setiap kali reses dia fokus pada Lapau karena dalam tradisi Minang surau lapau dan rantau adalah tiga institusi kuat dalam membentuk watak generasinya Lapau adalah simpul informasi pedesaan cc,bedah lapau dilakukan refrizal setiap kali reses dia fokus pada lapau karena dalam tradisi minang surau lapau dan rantau adalah tiga institusi kuat dalam membentuk watak generasinya lapau adalah simpul informasi pedesaan cc,0.8,0.2,0.447213595499958,positive,"['bedah', 'lapau', 'dilakukan', 'refrizal', 'setiap', 'kali', 'reses', 'dia', 'fokus', 'pada', 'lapau', 'karena', 'dalam', 'tradisi', 'minang', 'surau', 'lapau', 'dan', 'rantau', 'adalah', 'tiga', 'institusi', 'kuat', 'dalam', 'membentuk', 'watak', 'generasinya', 'lapau', 'adalah', 'simpul', 'informasi', 'pedesaan', 'cc']","['bedah', 'reses', 'fokus', 'dalam', 'surau', 'institusi', 'kuat', 'dalam', 'membentuk', 'watak', 'simpul', 'informasi']","['dia', 'pada', 'karena']","['lapau', 'dilakukan', 'refrizal', 'setiap', 'kali', 'lapau', 'tradisi', 'minang', 'lapau', 'dan', 'rantau', 'adalah', 'tiga', 'generasinya', 'lapau', 'adalah', 'pedesaan', 'cc']"
10468,2018-07-29T04:12:17.000Z,RT GesuriId Jember PDIPerjuanganMnang PDIPerjuangan Yoseph Umarhadi memanfaatkan waktu reses DPR dengan mengunjungi beberapa tempat di Dapilnya sesuai dengan laporan dan keluhan masyarakat umarhadi_yoseph DPR_RI dprreses aspirasimasyarakat,RT gesuriid jember pdiperjuanganmnang pdiperjuangan yoseph umarhadi memanfaatkan waktu reses DPR dengan mengunjungi beberapa tempat di dapilnya sesuai dengan laporan dan keluhan masyarakat umarhadi_yoseph DPR_RI dprreses aspirasimasyarakat,0.8,0.2,0.447213595499958,positive,"['RT', 'gesuriid', 'jember', 'pdiperjuanganmnang', 'pdiperjuangan', 'yoseph', 'umarhadi', 'memanfaatkan', 'waktu', 'reses', 'DPR', 'dengan', 'mengunjungi', 'beberapa', 'tempat', 'di', 'dapilnya', 'sesuai', 'dengan', 'laporan', 'dan', 'keluhan', 'masyarakat', 'umarhadi_yoseph', 'DPR_RI', 'dprreses', 'aspirasimasyarakat']","['pdiperjuangan', 'waktu', 'reses', 'DPR', 'mengunjungi', 'tempat', 'sesuai', 'laporan', 'keluhan', 'masyarakat', 'DPR_RI', 'dprreses']",[],"['RT', 'gesuriid', 'jember', 'pdiperjuanganmnang', 'yoseph', 'umarhadi', 'memanfaatkan', 'dengan', 'beberapa', 'di', 'dapilnya', 'dengan', 'dan', 'umarhadi_yoseph', 'aspirasimasyarakat']"
10543,2018-07-23T13:09:25.000Z,Kalau saya menjadi Anggota DPR saya berniat meluruskan kebijakan ini Membereskan RUU Kewirausahaan misalnya UU kita harus siap mengatur dan mendorong rakyat berkompetisi di MEA lalu secara global Kita harus lindungi rakyat dari predator asing! Tidak boleh naif lagi,jika saya menjadi anggota DPR saya berniat meluruskan kebijakan ini membereskan RUU kewirausahaan misalnya UU kita harus siap mengatur dan mendorong rakyat berkompetisi di MEA lalu secara global kita harus lindungi rakyat dari predator asing ! tidak boleh naif lagi,1.0,0.25,0.0,positive,"['jika', 'saya', 'menjadi', 'anggota', 'DPR', 'saya', 'berniat', 'meluruskan', 'kebijakan', 'ini', 'membereskan', 'RUU', 'kewirausahaan', 'misalnya', 'UU', 'kita', 'harus', 'siap', 'mengatur', 'dan', 'mendorong', 'rakyat', 'berkompetisi', 'di', 'MEA', 'lalu', 'secara', 'global', 'kita', 'harus', 'lindungi', 'rakyat', 'dari', 'predator', 'asing', '!', 'tidak', 'boleh', 'naif', 'lagi']","['anggota', 'DPR', 'kebijakan', 'RUU', 'UU', 'kita', 'siap', 'mengatur', 'mendorong', 'rakyat', 'lalu', 'global', 'kita', 'lindungi', 'rakyat', 'predator', 'naif', 'lagi']","['saya', 'saya', 'harus', 'harus', 'dari', 'tidak', 'boleh']","['jika', 'menjadi', 'berniat', 'meluruskan', 'ini', 'membereskan', 'kewirausahaan', 'misalnya', 'dan', 'berkompetisi', 'di', 'MEA', 'secara', 'asing', '!']"
10545,2018-07-23T10:15:05.000Z,Kebijakan BUMN sbg kendaraan kepentingan penguasa ZHOLIM Sarang timses CSR diarahkan utk timses Keuangan BUMN digorok BUMN jd bancakan BUMN kolaps dijual Knp KALIAN cuma melongo knp KALIAN tertular PLANGA PLONGO Cc,kebijakan BUMN sebagai kendaraan kepentingan penguasa ZHOLIM sarang timses CSR diarahkan untuk timses keuangan BUMN digorok BUMN jadi bancakan BUMN kolaps dijual kenapa KALIAN cuma melongo kenapa KALIAN tertular PLANGA PLONGO cc,-3.4,-0.85,0.5477225575051661,negative,"['kebijakan', 'BUMN', 'sebagai', 'kendaraan', 'kepentingan', 'penguasa', 'ZHOLIM', 'sarang', 'timses', 'CSR', 'diarahkan', 'untuk', 'timses', 'keuangan', 'BUMN', 'digorok', 'BUMN', 'jadi', 'bancakan', 'BUMN', 'kolaps', 'dijual', 'kenapa', 'KALIAN', 'cuma', 'melongo', 'kenapa', 'KALIAN', 'tertular', 'PLANGA', 'PLONGO', 'cc']","['kebijakan', 'BUMN', 'sebagai', 'kepentingan', 'penguasa', 'ZHOLIM', 'timses', 'timses', 'keuangan', 'BUMN', 'digorok', 'BUMN', 'jadi', 'BUMN', 'kolaps', 'KALIAN', 'cuma', 'melongo', 'KALIAN', 'tertular', 'PLONGO']",[],"['kendaraan', 'sarang', 'CSR', 'diarahkan', 'untuk', 'bancakan', 'dijual', 'kenapa', 'kenapa', 'PLANGA', 'cc']"
10568,2018-07-21T18:44:59.000Z,Inginkan Perubahan Abdul basyid Has Maju DPR RI untuk Perjuangkan Aspirasi Rakyat Kepri,inginkan perubahan abdul basyid has maju DPR RI untuk perjuangkan aspirasi rakyat kepri,0.8,0.2,0.447213595499958,positive,"['inginkan', 'perubahan', 'abdul', 'basyid', 'has', 'maju', 'DPR', 'RI', 'untuk', 'perjuangkan', 'aspirasi', 'rakyat', 'kepri']","['perubahan', 'maju', 'DPR', 'RI', 'perjuangkan', 'aspirasi', 'rakyat']",[],"['inginkan', 'abdul', 'basyid', 'has', 'untuk', 'kepri']"
10571,2018-07-21T15:44:09.000Z,Dear Bukankah Anda bagian dari penjaga kedamaian? Bukankah Anda memiliki aturan dlm menjaga kedamaian medsos? Bukankah Anda pelaksana undang undang yg sudah disepakati dgn Nitizen? Jika DEMIKIAN KENAPA AKUN PENEBAR HOAX DIBIARKAN SPT ITU? TangkapFadliDzon,dear bukankah anda bagian dari penjaga kedamaian ? bukankah anda memiliki aturan dalam menjaga kedamaian medsos ? bukankah anda pelaksana undang undang yang sudah disepakati dengan nitizen ? jika DEMIKIAN KENAPA AKUN PENEBAR HOAX DIBIARKAN SEPERTI ITU ? tangkapfadlidzon,-2.2,-0.55,0.4472135954999579,negative,"['dear', 'bukankah', 'anda', 'bagian', 'dari', 'penjaga', 'kedamaian', '?', 'bukankah', 'anda', 'memiliki', 'aturan', 'dalam', 'menjaga', 'kedamaian', 'medsos', '?', 'bukankah', 'anda', 'pelaksana', 'undang', 'undang', 'yang', 'sudah', 'disepakati', 'dengan', 'nitizen', '?', 'jika', 'DEMIKIAN', 'KENAPA', 'AKUN', 'PENEBAR', 'HOAX', 'DIBIARKAN', 'SEPERTI', 'ITU', '?', 'tangkapfadlidzon']","['dear', 'bagian', 'kedamaian', 'aturan', 'dalam', 'menjaga', 'kedamaian', 'medsos', 'pelaksana', 'undang', 'undang', 'disepakati', 'nitizen', 'HOAX', 'SEPERTI', 'tangkapfadlidzon']","['anda', 'dari', 'anda', 'anda', 'yang', 'sudah', 'ITU']","['bukankah', 'penjaga', '?', 'bukankah', 'memiliki', '?', 'bukankah', 'dengan', '?', 'jika', 'DEMIKIAN', 'KENAPA', 'AKUN', 'PENEBAR', 'DIBIARKAN', '?']"
10642,2018-07-16T07:20:40.000Z,masih menunggu kebijakan mereka jika ada,masih menunggu kebijakan mereka jika ada,-1.2,-0.3,0.447213595499958,negative,"['masih', 'menunggu', 'kebijakan', 'mereka', 'jika', 'ada']","['masih', 'menunggu', 'kebijakan', 'mereka', 'ada']",[],['jika']
10649,2018-07-15T09:51:06.000Z,Jika kita anggota DPR harusnya kita berhasil menciptakan aturan kebijakan yang lebih berfaedah dibandingkan DPRnya Thailand sebelum kita ingin petani kita lebih mumpuni dari petani Thailand,jika kita anggota DPR harusnya kita berhasil menciptakan aturan kebijakan yang lebih berfaedah dibandingkan dprnya thailand sebelum kita ingin petani kita lebih mumpuni dari petani thailand,-0.4,-0.1,0.5477225575051662,negative,"['jika', 'kita', 'anggota', 'DPR', 'harusnya', 'kita', 'berhasil', 'menciptakan', 'aturan', 'kebijakan', 'yang', 'lebih', 'berfaedah', 'dibandingkan', 'dprnya', 'thailand', 'sebelum', 'kita', 'ingin', 'petani', 'kita', 'lebih', 'mumpuni', 'dari', 'petani', 'thailand']","['kita', 'anggota', 'DPR', 'kita', 'berhasil', 'aturan', 'kebijakan', 'lebih', 'berfaedah', 'kita', 'petani', 'kita', 'lebih', 'petani']","['yang', 'dari']","['jika', 'harusnya', 'menciptakan', 'dibandingkan', 'dprnya', 'thailand', 'sebelum', 'ingin', 'mumpuni', 'thailand']"
10660,2018-07-14T03:06:09.000Z,Bangku bangku DPR kosong saat Rapat paripurna RAPBN ! Pertanyaannya apakah masih mau memilih wakil Rakyat yg seperti itu? PSI akan mengubah wajah DPR dengan orang orang yang bertanggung jawab,bangku bangku DPR kosong saat rapat paripurna RAPBN ! pertanyaannya apakah masih mau memilih wakil rakyat yang seperti itu ? PSI akan mengubah wajah DPR dengan orang orang yang bertanggung jawab,-2.8,-0.7,0.4472135954999578,negative,"['bangku', 'bangku', 'DPR', 'kosong', 'saat', 'rapat', 'paripurna', 'RAPBN', '!', 'pertanyaannya', 'apakah', 'masih', 'mau', 'memilih', 'wakil', 'rakyat', 'yang', 'seperti', 'itu', '?', 'PSI', 'akan', 'mengubah', 'wajah', 'DPR', 'dengan', 'orang', 'orang', 'yang', 'bertanggung', 'jawab']","['DPR', 'kosong', 'rapat', 'paripurna', 'RAPBN', 'masih', 'mau', 'wakil', 'rakyat', 'seperti', 'mengubah', 'DPR', 'orang', 'orang', 'jawab']","['yang', 'itu', 'yang']","['bangku', 'bangku', 'saat', '!', 'pertanyaannya', 'apakah', 'memilih', '?', 'PSI', 'akan', 'wajah', 'dengan', 'bertanggung']"
10662,2018-07-13T16:27:50.000Z,Terimakasih kepada Kepala BPPT Tim Pansus RUU Sinas Iptek Komisi DPR RI Komisaris PT Garam Dirut dan Direksi PT Garam Pusyantek BPPT IABIE IKASMANSATAMA Smansa Magelang atas,terimakasih kepada kepala BPPT tim pansus RUU sinas iptek komisi DPR RI komisaris PT garam dirut dan direksi PT garam pusyantek BPPT IABIE IKASMANSATAMA smansa magelang atas,1.4,0.35,0.5477225575051661,positive,"['terimakasih', 'kepada', 'kepala', 'BPPT', 'tim', 'pansus', 'RUU', 'sinas', 'iptek', 'komisi', 'DPR', 'RI', 'komisaris', 'PT', 'garam', 'dirut', 'dan', 'direksi', 'PT', 'garam', 'pusyantek', 'BPPT', 'IABIE', 'IKASMANSATAMA', 'smansa', 'magelang', 'atas']","['terimakasih', 'kepada', 'kepala', 'BPPT', 'tim', 'pansus', 'RUU', 'komisi', 'DPR', 'RI', 'direksi', 'BPPT', 'magelang', 'atas']",[],"['sinas', 'iptek', 'komisaris', 'PT', 'garam', 'dirut', 'dan', 'PT', 'garam', 'pusyantek', 'IABIE', 'IKASMANSATAMA', 'smansa']"
10663,2018-07-13T15:14:32.000Z,Waduh msk org kampung sndiri gak tau sih masa reses ngapain aje? Ngetuit? Lg gak reses jg ngetuit? Mending jgn jd anggota DPR mas jd bajer aje,waduh masuk orang kampung sendiri tidak tau sih masa reses mengapai aje ? ngetuit ? lagi tidak reses juga ngetuit ? mending jangan jadi anggota DPR mas jadi bajer saja,-3.0,-0.75,0.7071067811865476,negative,"['waduh', 'masuk', 'orang', 'kampung', 'sendiri', 'tidak', 'tau', 'sih', 'masa', 'reses', 'mengapai', 'aje', '?', 'ngetuit', '?', 'lagi', 'tidak', 'reses', 'juga', 'ngetuit', '?', 'mending', 'jangan', 'jadi', 'anggota', 'DPR', 'mas', 'jadi', 'bajer', 'saja']","['waduh', 'masuk', 'orang', 'sendiri', 'tau', 'masa', 'reses', 'lagi', 'reses', 'mending', 'jadi', 'anggota', 'DPR', 'jadi', 'saja']","['tidak', 'tidak', 'jangan']","['kampung', 'sih', 'mengapai', 'aje', '?', 'ngetuit', '?', 'juga', 'ngetuit', '?', 'mas', 'bajer']"
10682,2018-07-12T06:56:31.000Z,yth adnggota dpr beginikah mencerminkan wakil rakyat ?,yth adnggota dpr beginikah mencerminkan wakil rakyat ?,-2.0,-0.5,0.7071067811865476,negative,"['yth', 'adnggota', 'dpr', 'beginikah', 'mencerminkan', 'wakil', 'rakyat', '?']","['dpr', 'wakil', 'rakyat']",[],"['yth', 'adnggota', 'beginikah', 'mencerminkan', '?']"
10706,2018-07-10T07:16:17.000Z,Berikut berikut rekomendasi Fraksi Partai Gerindra di terkait Rancangan Undang Undang Tentang Pertanggungjawaban Atas Pelaksanaan Anggaran Pendapatan dan Belanja Negara Tahun Anggaran,berikut berikut rekomendasi fraksi partai gerindra di terkait rancangan undang undang tentang pertanggungjawaban atas pelaksanaan anggaran pendapatan dan belanja negara tahun anggaran,0.0,0.0,0.0,neutral,"['berikut', 'berikut', 'rekomendasi', 'fraksi', 'partai', 'gerindra', 'di', 'terkait', 'rancangan', 'undang', 'undang', 'tentang', 'pertanggungjawaban', 'atas', 'pelaksanaan', 'anggaran', 'pendapatan', 'dan', 'belanja', 'negara', 'tahun', 'anggaran']","['rekomendasi', 'fraksi', 'partai', 'gerindra', 'terkait', 'rancangan', 'undang', 'undang', 'tentang', 'pertanggungjawaban', 'atas', 'pelaksanaan', 'anggaran', 'pendapatan', 'belanja', 'negara', 'tahun', 'anggaran']",[],"['berikut', 'berikut', 'di', 'dan']"
10726,2018-07-09T03:40:00.000Z,KLU TOH FRAKSI ANDA TDK MENYETUJUI UU ITU KAN BUKAN BERARTI MEMBOHONGI RAKYAT KRN RUU TDK AKAN BISA MENJADI UU APABILA TDK DISETUJUI OLEH MAYORITAS FRAKSI anggota DPR di sidang Paripurna bukan ? JADI TLG HARGAI JUGA HAK KOLEGA ANDA YG SETUJU,JIKA TOH FRAKSI ANDA TIDAK MENYETUJUI UU ITU KAN BUKAN BERARTI MEMBOHONGI RAKYAT KARENA RUU TIDAK AKAN BISA MENJADI UU APABILA TIDAK DISETUJUI OLEH MAYORITAS FRAKSI anggota DPR di sidang paripurna bukan ? JADI TOLONG HARGAI JUGA HAK KOLEGA ANDA YANG SETUJU,-0.2,-0.05,0.447213595499958,negative,"['JIKA', 'TOH', 'FRAKSI', 'ANDA', 'TIDAK', 'MENYETUJUI', 'UU', 'ITU', 'KAN', 'BUKAN', 'BERARTI', 'MEMBOHONGI', 'RAKYAT', 'KARENA', 'RUU', 'TIDAK', 'AKAN', 'BISA', 'MENJADI', 'UU', 'APABILA', 'TIDAK', 'DISETUJUI', 'OLEH', 'MAYORITAS', 'FRAKSI', 'anggota', 'DPR', 'di', 'sidang', 'paripurna', 'bukan', '?', 'JADI', 'TOLONG', 'HARGAI', 'JUGA', 'HAK', 'KOLEGA', 'ANDA', 'YANG', 'SETUJU']","['FRAKSI', 'MENYETUJUI', 'UU', 'BERARTI', 'MEMBOHONGI', 'RAKYAT', 'RUU', 'UU', 'DISETUJUI', 'MAYORITAS', 'FRAKSI', 'anggota', 'DPR', 'sidang', 'paripurna', 'JADI', 'TOLONG', 'HARGAI', 'HAK', 'SETUJU']","['ANDA', 'TIDAK', 'ITU', 'BUKAN', 'KARENA', 'TIDAK', 'TIDAK', 'OLEH', 'bukan', 'ANDA', 'YANG']","['JIKA', 'TOH', 'KAN', 'AKAN', 'BISA', 'MENJADI', 'APABILA', 'di', '?', 'JUGA', 'KOLEGA']"
10786,2018-07-03T07:43:37.000Z,Pernyataan Presiden Joko Widodo Jokowi yang mengatakan jika Komisi Pemilihan Umum KPU diberikan kewenangan oleh Undang Undang untuk membuat peraturan mendapat tanggapan keras dari Ketua DPR RI Bambang Soesatyo Jokowi DPR,pernyataan presiden joko widodo jokowi yang mengatakan jika komisi pemilihan umum KPU diberikan kewenangan oleh undang undang untuk membuat peraturan mendapat tanggapan keras dari ketua DPR RI bambang soesatyo jokowi DPR,-0.4,-0.1,0.5477225575051662,negative,"['pernyataan', 'presiden', 'joko', 'widodo', 'jokowi', 'yang', 'mengatakan', 'jika', 'komisi', 'pemilihan', 'umum', 'KPU', 'diberikan', 'kewenangan', 'oleh', 'undang', 'undang', 'untuk', 'membuat', 'peraturan', 'mendapat', 'tanggapan', 'keras', 'dari', 'ketua', 'DPR', 'RI', 'bambang', 'soesatyo', 'jokowi', 'DPR']","['presiden', 'jokowi', 'mengatakan', 'komisi', 'pemilihan', 'umum', 'KPU', 'kewenangan', 'undang', 'undang', 'membuat', 'peraturan', 'mendapat', 'tanggapan', 'ketua', 'DPR', 'RI', 'jokowi', 'DPR']","['yang', 'oleh', 'dari']","['pernyataan', 'joko', 'widodo', 'jika', 'diberikan', 'untuk', 'keras', 'bambang', 'soesatyo']"
10794,2019-12-30T15:11:17.000Z,Warga Sangatta Selatan Antusias Hadiri Reses Anggota DPR RI,warga sangatta selatan antusias hadiri reses anggota DPR RI,0.8,0.2,0.447213595499958,positive,"['warga', 'sangatta', 'selatan', 'antusias', 'hadiri', 'reses', 'anggota', 'DPR', 'RI']","['warga', 'selatan', 'antusias', 'hadiri', 'reses', 'anggota', 'DPR', 'RI']",[],['sangatta']
10795,2019-12-30T15:04:18.000Z,JOURNAL RESES DPR RI WARGA DESAK TETI NYALON BUPATI CILACAP via,JOURNAL RESES DPR RI WARGA DESAK TETI NYALON BUPATI CILACAP via,0.0,0.0,0.0,neutral,"['JOURNAL', 'RESES', 'DPR', 'RI', 'WARGA', 'DESAK', 'TETI', 'NYALON', 'BUPATI', 'CILACAP', 'via']","['RESES', 'DPR', 'RI', 'WARGA', 'DESAK', 'BUPATI']",[],"['JOURNAL', 'TETI', 'NYALON', 'CILACAP', 'via']"
10827,2019-12-29T06:36:14.000Z,Tak hanya soal RUU KPK sejumlah pihak turut memberi sorotan terhadap figur Firli Bahuri yang kini menjabat sebagai Ketua Ia diduga pernah melakukan pelanggaran etik saat masih menjabat sebagai Deputi Penindakan KPK CNNIndonesia,tak hanya soal RUU KPK sejumlah pihak turut memberi sorotan terhadap figur firli bahuri yang kini menjabat sebagai ketua ia diduga pernah melakukan pelanggaran etik saat masih menjabat sebagai deputi penindakan KPK cnnindonesia,-1.0,-0.25,0.7071067811865476,negative,"['tak', 'hanya', 'soal', 'RUU', 'KPK', 'sejumlah', 'pihak', 'turut', 'memberi', 'sorotan', 'terhadap', 'figur', 'firli', 'bahuri', 'yang', 'kini', 'menjabat', 'sebagai', 'ketua', 'ia', 'diduga', 'pernah', 'melakukan', 'pelanggaran', 'etik', 'saat', 'masih', 'menjabat', 'sebagai', 'deputi', 'penindakan', 'KPK', 'cnnindonesia']","['hanya', 'soal', 'RUU', 'KPK', 'sejumlah', 'pihak', 'turut', 'memberi', 'sorotan', 'figur', 'kini', 'menjabat', 'sebagai', 'ketua', 'diduga', 'pelanggaran', 'etik', 'masih', 'menjabat', 'sebagai', 'deputi', 'penindakan', 'KPK']",['yang'],"['tak', 'terhadap', 'firli', 'bahuri', 'ia', 'pernah', 'melakukan', 'saat', 'cnnindonesia']"
